排序,標題,縣市,區域,類別,備註,推薦者,搜尋連結,詳細地址,原始地址,評價,評論數,消費金額,標記刪除,商店網址,緯度,經度,flag,分享連結,flag2
2513,妙竹林素膳館,新竹市,東區,嚴格素食料理,門口就有大罷免大成宮小旗子，春聯和內部文宣也有許多台派標語,台派 Good 地圖,https://maps.google.com/?q=%E5%A6%99%E7%AB%B9%E6%9E%97%E7%B4%A0%E8%86%B3%E9%A4%A8%20%E7%AB%B9%E8%93%AE%E8%A1%97138%E8%99%9F,竹蓮街138號,300新竹市東區竹蓮街138號,4.5,192,1-200,,,24.7994121,120.969201,,https://maps.app.goo.gl/mggW4jyVWJBEN8Hu6,
2514,楓城小吃,新竹市,東區,熟食店,https://www.facebook.com/CarolLinNCTULAW/posts/pfbid036Ne5v18nCxZ1LZPnfuoaF64xpxXwjt8VxgEqm4H1kNRKpxTuQWfY17ZTde9Vw4LXl?__cft__[0]=AZV3bxBoSKTjIRTxYeX5dy_S9W99dnei3DAAtXHFisMTvwIKLqNhHuAiICd-iONpQ62gUeZnC0NeFRoeP-V_ThE-2GOqfI7m7I2N_ECN-zLnXpYFJuCpI4xWJE1lBRssnKTRP0UIdrvcsiOcf5n9udVC7GhbcN6yTUfINjWHrVLIPRR49KX4Nz1fD2GNaJUffrhoJSHdRzHcvfb_e5f_dGu2IOT_U5Tlf5BNKdWaf3UTGw&__tn__=%2CO%2CP-R,台派 Good 地圖,https://maps.google.com/?q=%E6%A5%93%E5%9F%8E%E5%B0%8F%E5%90%83%20%E5%85%89%E5%BE%A9%E8%B7%AF%E4%BA%8C%E6%AE%B5203%E8%99%9F,光復路二段203號,300新竹市東區光復路二段203號,4.5,250,1-200,,,24.7993942,120.991596,,https://maps.app.goo.gl/YkUZUJfWmwBsbenm7,
2515,9街精肉舖,新竹市,東區,肉販,老闆一家都是Team Taiwan,台派 Good 地圖,https://maps.google.com/?q=9%E8%A1%97%E7%B2%BE%E8%82%89%E8%88%96%20%E6%96%B0%E8%8E%8A%E8%A1%97218%E8%99%9F,新莊街218號,300新竹市東區新莊街218號,5,27,,,,24.7879393,121.0176488,,https://maps.app.goo.gl/CJSWJKWe1qqVmQgu8,
2516,新祥發大藥局,新竹市,香山區,藥房,店門口貼有「臺灣尚勇」春聯,台派 Good 地圖,https://maps.google.com/?q=%E6%96%B0%E7%A5%A5%E7%99%BC%E5%A4%A7%E8%97%A5%E5%B1%80%20%E4%B8%AD%E8%8F%AF%E8%B7%AF%E4%BA%94%E6%AE%B542%E8%99%9F,中華路五段42號,300新竹市香山區中華路五段42號,3.5,58,,,,24.7881058,120.9279812,,https://maps.app.goo.gl/aAKhK9ppqaLAaXtPA,
2517,錢橋涮涮鍋-金獅店,新竹縣,芎林鄉,火鍋,老闆台派,台派 Good 地圖,https://maps.google.com/?q=%E9%8C%A2%E6%A9%8B%E6%B6%AE%E6%B6%AE%E9%8D%8B-%E9%87%91%E7%8D%85%E5%BA%97%20%E5%85%89%E6%98%8E%E8%B7%AF86%E8%99%9F,光明路86號,30741新竹縣芎林鄉光明路86號,3.9,179,200-400,,,24.7793932,121.0747384,,https://maps.app.goo.gl/rKRHHmfnQXspiBTY6,
2518,無負擔農場,新竹縣,峨眉鄉,農場,"協助提供及收集罷免林思銘聯署書
https://news.ltn.com.tw/news/politics/breakingnews/4976503",台派 Good 地圖,https://maps.google.com/?q=%E7%84%A1%E8%B2%A0%E6%93%94%E8%BE%B2%E5%A0%B4%20%E6%B9%96%E5%85%89%E6%9D%911%E9%84%B028%E8%99%9F,湖光村1鄰28號,315新竹縣峨眉鄉湖光村1鄰28號,4.5,138,,,,24.686334,121.0145897,,https://maps.app.goo.gl/jRQaF8TNfLPjV9Cq9,
2519,恆裕茶莊,苗栗縣,苑裡鎮,茶葉店,罷免苗栗地區立委連署站 https://www.facebook.com/share/p/1BgPexDiAx/,台派 Good 地圖,https://maps.google.com/?q=%E6%81%86%E8%A3%95%E8%8C%B6%E8%8E%8A%20%E5%92%8C%E5%B9%B3%E8%B7%AF140%E8%99%9F,和平路140號,358苗栗縣苑裡鎮和平路140號,4.8,16,,,,24.441687,120.653151,,https://maps.app.goo.gl/1hGCU6SzaqSLFL4z7,
2520,大麥柑仔店,苗栗縣,西湖鄉,雜貨店,臺灣尚勇、我們都是台灣人春聯、斗方,台派 Good 地圖,https://maps.google.com/?q=%E5%A4%A7%E9%BA%A5%E6%9F%91%E4%BB%94%E5%BA%97%20%E5%BA%97%E4%BB%94%E8%A1%9714%E8%99%9F368368,店仔街14號368368,368苗栗縣西湖鄉店仔街14號368368,4.9,51,,,,24.5586796,120.756578,,https://maps.app.goo.gl/Dbq9jQLHE3A6JHiz7,
2521,陳記臭家莊清蒸麻辣臭豆腐,桃園市,大園區,餐廳,內有「我們都是台灣人」斗方免費索取,台派 Good 地圖,https://maps.google.com/?q=%E9%99%B3%E8%A8%98%E8%87%AD%E5%AE%B6%E8%8E%8A%E6%B8%85%E8%92%B8%E9%BA%BB%E8%BE%A3%E8%87%AD%E8%B1%86%E8%85%90%20%E6%96%B0%E7%94%9F%E8%B7%AF141%E8%99%9F,新生路141號,337桃園市大園區新生路141號,4.6,34,1-200,,,25.0639702,121.2005272,,https://maps.app.goo.gl/GRHpEboJnYX9Cz2t5,
2522,小旺月手機維修站《週日公休》(暉炫數位通訊企業社),桃園市,桃園區,手機維修服務,夫妻都是堅定的台派💚 (BY店家本人/親屬),台派 Good 地圖,https://maps.google.com/?q=%E5%B0%8F%E6%97%BA%E6%9C%88%E6%89%8B%E6%A9%9F%E7%B6%AD%E4%BF%AE%E7%AB%99%E3%80%8A%E9%80%B1%E6%97%A5%E5%85%AC%E4%BC%91%E3%80%8B(%E6%9A%89%E7%82%AB%E6%95%B8%E4%BD%8D%E9%80%9A%E8%A8%8A%E4%BC%81%E6%A5%AD%E7%A4%BE)%20%E4%B8%AD%E5%9F%94%E4%B8%80%E8%A1%97129%E8%99%9F1%E6%A8%93,中埔一街129號1樓,330桃園市桃園區中埔一街129號1樓,5,329,,,,25.0146461,121.2951871,,https://maps.app.goo.gl/RtGTDvZ9GCSTui788,
2523,達成醫療器材行,桃園市,八德區,醫療用品店,"罷免立委邱若華連署站
https://www.facebook.com/share/p/1A9Kam8NUx/",台派 Good 地圖,https://maps.google.com/?q=%E9%81%94%E6%88%90%E9%86%AB%E7%99%82%E5%99%A8%E6%9D%90%E8%A1%8C%20%E4%B8%AD%E8%8F%AF%E8%B7%AF554%E8%99%9F,中華路554號,334桃園市八德區中華路554號,4.8,46,,,,24.977831,121.27002,,https://maps.app.goo.gl/skYQaeSSNHTpt5WUA,
2524,友芳小吃,新竹市,東區,餐廳,老闆挺罷免,台派 Good 地圖,https://maps.google.com/?q=%E5%8F%8B%E8%8A%B3%E5%B0%8F%E5%90%83%20%E5%BB%BA%E4%B8%AD%E4%B8%80%E8%B7%AF23%E5%B7%B71%E8%99%9F,建中一路23巷1號,300新竹市東區建中一路23巷1號,4,4,,,,24.8004671,120.9935887,,https://maps.app.goo.gl/7Lz9dv1j9Ht8vf1i7,
2525,savœur - 冰淇淋融化之前（沒有開心果，菜單請看IG公告）,桃園市,八德區,冰淇淋,台獨老闆,台派 Good 地圖,https://maps.google.com/?q=sav%C5%93ur%2B-%2B%E5%86%B0%E6%B7%87%E6%B7%8B%E8%9E%8D%E5%8C%96%E4%B9%8B%E5%89%8D%EF%BC%88%E6%B2%92%E6%9C%89%E9%96%8B%E5%BF%83%E6%9E%9C%EF%BC%8C%E8%8F%9C%E5%96%AE%E8%AB%8B%E7%9C%8BIG%E5%85%AC%E5%91%8A%EF%BC%89%20%E7%91%9E%E8%88%88%E9%87%8C%E4%BB%81%E5%BE%B7%E4%B8%80%E8%B7%AF126%E8%99%9F,瑞興里仁德一路126號,334桃園市八德區瑞興里仁德一路126號,4.6,214,,,,24.9359218,121.2900687,,https://maps.app.goo.gl/3Vab1NA1MahntgUB6,
2526,PaPaYard木瓜牛奶/竹東美食/美食推薦/現打果汁/新鮮果汁/蔬果原汁/竹東飲料,新竹縣,竹東鎮,果汁,老闆是林公瓜一二階連署人,台派 Good 地圖,https://maps.google.com/?q=PaPaYard%E6%9C%A8%E7%93%9C%E7%89%9B%E5%A5%B6%2F%E7%AB%B9%E6%9D%B1%E7%BE%8E%E9%A3%9F%2F%E7%BE%8E%E9%A3%9F%E6%8E%A8%E8%96%A6%2F%E7%8F%BE%E6%89%93%E6%9E%9C%E6%B1%81%2F%E6%96%B0%E9%AE%AE%E6%9E%9C%E6%B1%81%2F%E8%94%AC%E6%9E%9C%E5%8E%9F%E6%B1%81%2F%E7%AB%B9%E6%9D%B1%E9%A3%B2%E6%96%99%20%E6%9D%B1%E6%9E%97%E8%B7%AF152%E8%99%9F1%E6%A8%93,東林路152號1樓,310新竹縣竹東鎮東林路152號1樓,4.5,268,1-200,,,24.7370614,121.0935344,,https://maps.app.goo.gl/PA1gc1n334DjVcqBA,
2527,上野屋 日式料理,桃園市,新屋區,日本菜,"罷免立委涂權吉連署站
https://www.facebook.com/share/p/1B1YLwSqat/",台派 Good 地圖,https://maps.google.com/?q=%E4%B8%8A%E9%87%8E%E5%B1%8B%2B%E6%97%A5%E5%BC%8F%E6%96%99%E7%90%86%20%E4%BF%9D%E5%AE%89%E8%B7%AF%E4%B8%80%E6%AE%B517%E8%99%9F,保安路一段17號,327桃園市新屋區保安路一段17號,4.3,287,400-600,,,24.9877658,121.0457306,,https://maps.app.goo.gl/4h7aKrXBrgQMbL2s9,
2528,新三和食品行,桃園市,楊梅區,雜貨店,店門口貼有「台灣尚勇」春聯,台派 Good 地圖,https://maps.google.com/?q=%E6%96%B0%E4%B8%89%E5%92%8C%E9%A3%9F%E5%93%81%E8%A1%8C%20%E5%A4%A7%E6%88%90%E8%B7%AF6%E8%99%9F,大成路6號,32641桃園市楊梅區大成路6號,4.1,10,,,,24.908039,121.145618,,https://maps.app.goo.gl/Xn5JsLkJ23jdYJWt7,
2529,Black 7 喰肉 精緻肉屋,新竹縣,竹北市,肉販,連署點,台派 Good 地圖,https://maps.google.com/?q=Black%2B7%2B%E5%96%B0%E8%82%89%2B%E7%B2%BE%E7%B7%BB%E8%82%89%E5%B1%8B%20%E5%8B%9D%E5%88%A9%E4%B9%9D%E8%A1%9768%E8%99%9F,勝利九街68號,30264新竹縣竹北市勝利九街68號,4.9,331,,,,24.82519,121.0292428,,https://maps.app.goo.gl/YNMPzKdNqbG5YJGe6,
2530,烹然手作HoHo's Kitchen,新竹市,香山區,咖啡店,"呼籲簽署罷免市長高虹安+立委鄭正鈴連署
https://www.threads.com/@homade33/post/DIIa5dpvqgk",台派 Good 地圖,https://maps.google.com/?q=%E7%83%B9%E7%84%B6%E6%89%8B%E4%BD%9CHoHo's%2BKitchen%20%E7%89%9B%E5%9F%94%E5%8D%97%E8%B7%AF13%E8%99%9F,牛埔南路13號,30091新竹市香山區牛埔南路13號,4,4,,,,24.7939949,120.9417854,,https://maps.app.goo.gl/8rXJ6NdxFebHtZs97,
2531,香棲沙龍 Roost salon,新竹市,北區,按摩治療師,"店內提供罷免市長高虹安+立委鄭正鈴連署書
https://www.threads.com/@roost_salon_/post/DIKxgAnzi1w",台派 Good 地圖,https://maps.google.com/?q=%E9%A6%99%E6%A3%B2%E6%B2%99%E9%BE%8D%2BRoost%2Bsalon%20%E5%8C%97%E5%A4%A7%E8%B7%AF150%E8%99%9F4%E6%A8%93,北大路150號4樓,300新竹市北區北大路150號4樓,5,38,,,,24.810109,120.9681844,,https://maps.app.goo.gl/yoQkmwuqhw1GvQru5,
2532,草地囝仔碳烤地瓜-桃鶯店,桃園市,桃園區,熟食店,裡面有貼六順和春,台派 Good 地圖,https://maps.google.com/?q=%E8%8D%89%E5%9C%B0%E5%9B%9D%E4%BB%94%E7%A2%B3%E7%83%A4%E5%9C%B0%E7%93%9C-%E6%A1%83%E9%B6%AF%E5%BA%97%20%E6%A1%83%E9%B6%AF%E8%B7%AF225%E8%99%9F,桃鶯路225號,330桃園市桃園區桃鶯路225號,4.7,47,1-200,,,24.9844662,121.3185326,,https://maps.app.goo.gl/YouyTbuFpFVsp8QN8,
2533,上野屋日式料理,桃園市,龜山區,壽司,桃園罷牛連署站,台派 Good 地圖,https://maps.google.com/?q=%E4%B8%8A%E9%87%8E%E5%B1%8B%E6%97%A5%E5%BC%8F%E6%96%99%E7%90%86%20%E5%BF%A0%E7%BE%A9%E8%B7%AF%E4%BA%8C%E6%AE%B5656%E8%99%9F,忠義路二段656號,333桃園市龜山區忠義路二段656號,4.1,498,400-600,,,25.0573947,121.3565271,,https://maps.app.goo.gl/LRvbxs1NmcLy3PGr8,
2534,年盛鐵店-百年打鐵老店，傳統打鐵工藝,苗栗縣,西湖鄉,農業用品店,我們都是台灣人斗方,台派 Good 地圖,https://maps.google.com/?q=%E5%B9%B4%E7%9B%9B%E9%90%B5%E5%BA%97-%E7%99%BE%E5%B9%B4%E6%89%93%E9%90%B5%E8%80%81%E5%BA%97%EF%BC%8C%E5%82%B3%E7%B5%B1%E6%89%93%E9%90%B5%E5%B7%A5%E8%97%9D%20%E5%BA%97%E4%BB%94%E8%A1%9730-4%E8%99%9F%2C%20368,"店仔街30-4號, 368","368苗栗縣西湖鄉店仔街30-4號, 368",4.9,26,,,,24.5586348,120.7563573,,https://maps.app.goo.gl/KZ3tvLGjoxDaSFJJ9,
2535,做三休四陶製所,苗栗縣,,陶芸教室,https://www.threads.com/@lazy_pottery/post/DJcDXESTLTM?xmt=AQF0RVVXetYyoFGGB4yOMr7qeuiIOxsmfeNkE68RJSSmRw,台派 Good 地圖,https://maps.google.com/?q=%E5%81%9A%E4%B8%89%E4%BC%91%E5%9B%9B%E9%99%B6%E8%A3%BD%E6%89%80%20352%E8%99%9F,,,5,56,,,,24.4898245,120.8271871,,https://maps.app.goo.gl/S4NmYoiMuMKWxCEp8,
2536,Puzzle coffee,桃園市,大園區,咖啡店,老闆請罷團志工咖啡和蛋糕 上面寫「罷免大成功」,台派 Good 地圖,https://maps.google.com/?q=Puzzle%2Bcoffee%20%E6%96%B0%E7%94%9F%E8%B7%AF%E5%9B%9B%E6%AE%B5249%E8%99%9F,新生路四段249號,337桃園市大園區新生路四段249號,4.7,515,200-400,,,25.0078147,121.2133911,,https://maps.app.goo.gl/fHYmbG5KNGmL3Fay8,
2537,起立吃吐司,桃園市,桃園區,早午餐,門外貼有「台灣尚勇」春聯,台派 Good 地圖,https://maps.google.com/?q=%E8%B5%B7%E7%AB%8B%E5%90%83%E5%90%90%E5%8F%B8%20%E6%B0%91%E6%97%8F%E8%B7%AF64%E8%99%9F,民族路64號,330桃園市桃園區民族路64號,4.4,118,1-200,,,24.9902858,121.3099334,,https://maps.app.goo.gl/J3Di3rUMuVm2CZEW9,
2538,二分之三咖哩專門店(不定時店休，請參閱臉書粉絲頁公告）,苗栗縣,苗栗市,日式咖哩,脆上看到超積極的老闆！,台派 Good 地圖,https://maps.google.com/?q=%E4%BA%8C%E5%88%86%E4%B9%8B%E4%B8%89%E5%92%96%E5%93%A9%E5%B0%88%E9%96%80%E5%BA%97(%E4%B8%8D%E5%AE%9A%E6%99%82%E5%BA%97%E4%BC%91%EF%BC%8C%E8%AB%8B%E5%8F%83%E9%96%B1%E8%87%89%E6%9B%B8%E7%B2%89%E7%B5%B2%E9%A0%81%E5%85%AC%E5%91%8A%EF%BC%89%20%E4%B8%AD%E6%AD%A3%E8%B7%AF52%E8%99%9F,中正路52號,360苗栗縣苗栗市中正路52號,4.7,592,200-400,,,24.5688159,120.8242686,,https://maps.app.goo.gl/RNVck4JJh43fsik57,
2539,Smile Haircut 微笑剪髮,桃園市,中壢區,髮廊,店裡有放罷免QR code貼紙,台派 Good 地圖,https://maps.google.com/?q=Smile%2BHaircut%2B%E5%BE%AE%E7%AC%91%E5%89%AA%E9%AB%AE%20%E9%A0%98%E8%88%AA%E5%8D%97%E8%B7%AF%E4%BA%8C%E6%AE%B5191-1%E8%99%9F,領航南路二段191-1號,320319桃園市中壢區領航南路二段191-1號,4.6,250,,,,25.0048557,121.2140907,,https://maps.app.goo.gl/n9vRjfXSMk6c137AA,
2540,台南東山鴨頭 （東林路）,新竹縣,竹東鎮,熟食店,連署店家,台派 Good 地圖,https://maps.google.com/?q=%E5%8F%B0%E5%8D%97%E6%9D%B1%E5%B1%B1%E9%B4%A8%E9%A0%AD%2B%EF%BC%88%E6%9D%B1%E6%9E%97%E8%B7%AF%EF%BC%89%20%E6%9D%B1%E6%9E%97%E8%B7%AF68%E8%99%9F%E5%89%8D,東林路68號前,310新竹縣竹東鎮東林路68號前,4.4,40,200-400,,,24.7370768,121.0909516,,https://maps.app.goo.gl/bwRSm3BBEi13Us8cA,
2541,竹東市場 榮祺冰舖,新竹縣,竹東鎮,冰品飲料店,連署店家,台派 Good 地圖,https://maps.google.com/?q=%E7%AB%B9%E6%9D%B1%E5%B8%82%E5%A0%B4%2B%E6%A6%AE%E7%A5%BA%E5%86%B0%E8%88%96%20%E4%BB%81%E6%84%9B%E8%B7%AF308%E8%99%9F,仁愛路308號,310新竹縣竹東鎮仁愛路308號,4.3,81,,,,24.7372818,121.0908121,,https://maps.app.goo.gl/HLHnyfa6LAqLxy447,
2542,江賓男士剪髮,桃園市,中壢區,理髮師,"老闆娘雖是陸配
但十分支持民進黨各項政策
而且又是蔡前總統的鐵粉",台派 Good 地圖,https://maps.google.com/?q=%E6%B1%9F%E8%B3%93%E7%94%B7%E5%A3%AB%E5%89%AA%E9%AB%AE%20%E4%B8%AD%E5%A4%AE%E6%9D%B1%E8%B7%AF135%E8%99%9F,中央東路135號,320桃園市中壢區中央東路135號,4.9,30,,,,24.9560264,121.2273925,,https://maps.app.goo.gl/tC8aRNofqxHXmR488,
2543,金昌金香行,桃園市,楊梅區,宗教用品店,老闆提供店門口給罷團作連署站之用長達2個月,台派 Good 地圖,https://maps.google.com/?q=%E9%87%91%E6%98%8C%E9%87%91%E9%A6%99%E8%A1%8C%20%E6%96%B0%E6%A6%AE%E8%B7%AF141%E8%99%9F,新榮路141號,326桃園市楊梅區新榮路141號,5,2,,,,24.9571437,121.1632577,,https://maps.app.goo.gl/akFMqUQPdN6sTr7Y8,
2544,WHATEVER美式餐廳,桃園市,桃園區,美國菜,有掛萬物興龍春聯,台派 Good 地圖,https://maps.google.com/?q=WHATEVER%E7%BE%8E%E5%BC%8F%E9%A4%90%E5%BB%B3%20%E6%A1%83%E9%B6%AF%E8%B7%AF121%E8%99%9F,桃鶯路121號,330桃園市桃園區桃鶯路121號,4.5,415,200-400,,,24.9869509,121.3181063,,https://maps.app.goo.gl/6FUaZMo5VbfoHxG39,
2545,白木咖啡｜鹽可頌專賣｜帕里尼｜義大利麵｜馬林糖｜✧店休及供餐時間請至FB粉絲專頁查看✧,桃園市,楊梅區,餐廳,張貼同意罷免喵喵,台派 Good 地圖,https://maps.google.com/?q=%E7%99%BD%E6%9C%A8%E5%92%96%E5%95%A1%EF%BD%9C%E9%B9%BD%E5%8F%AF%E9%A0%8C%E5%B0%88%E8%B3%A3%EF%BD%9C%E5%B8%95%E9%87%8C%E5%B0%BC%EF%BD%9C%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5%EF%BD%9C%E9%A6%AC%E6%9E%97%E7%B3%96%EF%BD%9C%E2%9C%A7%E5%BA%97%E4%BC%91%E5%8F%8A%E4%BE%9B%E9%A4%90%E6%99%82%E9%96%93%E8%AB%8B%E8%87%B3FB%E7%B2%89%E7%B5%B2%E5%B0%88%E9%A0%81%E6%9F%A5%E7%9C%8B%E2%9C%A7%20%E4%B8%AD%E5%B1%B1%E5%8C%97%E8%B7%AF%E4%BA%8C%E6%AE%B5351%E5%B7%B780%E5%BC%841%E8%99%9F1%E6%A8%93,中山北路二段351巷80弄1號1樓,326桃園市楊梅區中山北路二段351巷80弄1號1樓,4.6,310,200-400,,,24.9102862,121.1766972,,https://maps.app.goo.gl/WmY1vddiquPUwarx7,
2546,卡滋脆皮豬-行動餐車 桃園新屋觀音草漯(小吃推薦/好吃五花肉推薦/必吃的便當/脆皮燒肉美食/脆皮豬推薦),桃園市,新屋區,小食/零食吧,有放罷免文宣、面紙,台派 Good 地圖,https://maps.google.com/?q=%E5%8D%A1%E6%BB%8B%E8%84%86%E7%9A%AE%E8%B1%AC-%E8%A1%8C%E5%8B%95%E9%A4%90%E8%BB%8A%2B%E6%A1%83%E5%9C%92%E6%96%B0%E5%B1%8B%E8%A7%80%E9%9F%B3%E8%8D%89%E6%BC%AF(%E5%B0%8F%E5%90%83%E6%8E%A8%E8%96%A6%2F%E5%A5%BD%E5%90%83%E4%BA%94%E8%8A%B1%E8%82%89%E6%8E%A8%E8%96%A6%2F%E5%BF%85%E5%90%83%E7%9A%84%E4%BE%BF%E7%95%B6%2F%E8%84%86%E7%9A%AE%E7%87%92%E8%82%89%E7%BE%8E%E9%A3%9F%2F%E8%84%86%E7%9A%AE%E8%B1%AC%E6%8E%A8%E8%96%A6)%20%E4%B8%AD%E8%8F%AF%E8%B7%AF214%E8%99%9F,中華路214號,327桃園市新屋區中華路214號,4.7,24,1-200,,,24.9713797,121.1082001,,https://maps.app.goo.gl/5Xy8H8WA6n5Z1KPt9,
2547,張爺爺客家小吃,桃園市,桃園區,餐廳,有貼 六順和春 春聯,台派 Good 地圖,https://maps.google.com/?q=%E5%BC%B5%E7%88%BA%E7%88%BA%E5%AE%A2%E5%AE%B6%E5%B0%8F%E5%90%83%20%E6%B0%91%E6%97%8F%E8%B7%AF168%E8%99%9F,民族路168號,330桃園市桃園區民族路168號,4.4,98,1-200,,,24.9942601,121.3081628,,https://maps.app.goo.gl/EacRgSfK8CGnKZ1d9,
2548,瑞士烘焙坊,桃園市,桃園區,麵包西餅店,門口有貼 六順和春春聯,台派 Good 地圖,https://maps.google.com/?q=%E7%91%9E%E5%A3%AB%E7%83%98%E7%84%99%E5%9D%8A%20%E7%B8%A3%E5%BA%9C%E8%B7%AF50%E8%99%9F,縣府路50號,330桃園市桃園區縣府路50號,4.2,20,,,,24.992904,121.302334,,https://maps.app.goo.gl/DTs6jYwdQ3tPM4VE9,
2549,永琦籐傢俱,桃園市,中壢區,傢俬店,台派春聯領取店家,台派 Good 地圖,https://maps.google.com/?q=%E6%B0%B8%E7%90%A6%E7%B1%90%E5%82%A2%E4%BF%B1%20%E4%B8%AD%E8%8F%AF%E8%B7%AF%E4%B8%80%E6%AE%B5295%E8%99%9F,中華路一段295號,320桃園市中壢區中華路一段295號,4.6,12,,,,24.9726696,121.2577763,,https://maps.app.goo.gl/wrR1nAyvXhnRWq7h6,
2550,一點/酒意・小酒窩 1.91 JIUWO BAR,桃園市,桃園區,餐廳,"店家參與發放「大罷免大成功」酒
https://www.facebook.com/share/1UZjGQbCK1/",台派 Good 地圖,https://maps.google.com/?q=%E4%B8%80%E9%BB%9E%2F%E9%85%92%E6%84%8F%E3%83%BB%E5%B0%8F%E9%85%92%E7%AA%A9%2B1.91%2BJIUWO%2BBAR%20%E5%90%8C%E5%AE%89%E8%A1%97336%E5%B7%B787%E8%99%9F,同安街336巷87號,330桃園市桃園區同安街336巷87號,4.5,200,,,,25.017804,121.304801,,https://maps.app.goo.gl/QNJb5J6h1ERiwVFB7,
2551,Oaf coffee stand,新竹市,東區,咖啡廳,支持大霸免,台派 Good 地圖,https://maps.google.com/?q=Oaf%2Bcoffee%2Bstand%20%E4%B8%AD%E5%A4%AE%E8%B7%AF294%E8%99%9F,中央路294號,300新竹市東區中央路294號,4.9,115,1-200,,,24.8100093,120.9777103,,https://maps.app.goo.gl/gjjynShz9GNUEgc86,
2552,日安牙醫診所,新竹縣,竹北市,牙科診所,"院長表態挺罷免
https://www.threads.com/@doctorjoshwang/post/DMaYUFqJqtr?xmt=AQF0XkNeOvV7dqA7X6hxqCVrSY0T-COXA-PTqT_Oo0NINA",台派 Good 地圖,https://maps.google.com/?q=%E6%97%A5%E5%AE%89%E7%89%99%E9%86%AB%E8%A8%BA%E6%89%80%20%E7%B8%A3%E6%94%BF%E4%BA%8C%E8%B7%AF%E5%8D%97%E6%AE%B569%E8%99%9F,縣政二路南段69號,302048新竹縣竹北市縣政二路南段69號,4.8,542,,,,24.8196858,121.0127919,,https://maps.app.goo.gl/tUbHwWEYFc9WUFMw7,
2553,VAZY Pâtisserie 一位甜點工作室｜預訂蛋糕・外帶甜點,桃園市,桃園區,法式糕餅店,台灣尚勇春聯，問甜點師關於連署時她說早就簽了^_^ （還拉了不少張）,台派 Good 地圖,https://maps.google.com/?q=VAZY%2BP%C3%A2tisserie%2B%E4%B8%80%E4%BD%8D%E7%94%9C%E9%BB%9E%E5%B7%A5%E4%BD%9C%E5%AE%A4%EF%BD%9C%E9%A0%90%E8%A8%82%E8%9B%8B%E7%B3%95%E3%83%BB%E5%A4%96%E5%B8%B6%E7%94%9C%E9%BB%9E%20%E5%9C%8B%E8%B1%90%E5%85%AD%E8%A1%9787%E8%99%9F%E4%B8%AD%E5%B1%B1%E8%8A%B3%E9%84%B0%E7%A4%BE%E5%8D%80%E5%85%A71%E6%A8%93,國豐六街87號中山芳鄰社區內1樓,330桃園市桃園區國豐六街87號中山芳鄰社區內1樓,4.9,118,,,,24.9898454,121.2775556,,https://maps.app.goo.gl/NoWzGrQUgAj4kFR76,
2554,鬍莉咖啡,桃園市,中壢區,咖啡店,百工百業挺罷免｜可參考 threads @roulez.vous.cafe,台派 Good 地圖,https://maps.google.com/?q=%E9%AC%8D%E8%8E%89%E5%92%96%E5%95%A1%20%E4%B8%AD%E5%B1%B1%E8%B7%AF161-1%E8%99%9F,中山路161-1號,320桃園市中壢區中山路161-1號,4.9,181,200-400,,,24.9558176,121.2238425,,https://maps.app.goo.gl/7v6k2Vs837d1E5vE7,
2555,CxC DESIGN 珵寓設計,桃園市,桃園區,設計公司,"可參考
https://www.threads.com/@chenchen_0718/post/DMXuNu-yVrZ?xmt=AQF0YlcfYU1Cus_POsO41X5Mqc3PGuPT_WdeJxruygicMw",台派 Good 地圖,https://maps.google.com/?q=CxC%2BDESIGN%2B%E7%8F%B5%E5%AF%93%E8%A8%AD%E8%A8%88%20%E5%BE%B7%E8%8F%AF%E8%A1%97100%E8%99%9F,德華街100號,330桃園市桃園區德華街100號,5,33,,,,24.991019,121.286361,,https://maps.app.goo.gl/CMpx3Q7RbWqxeQgF6,
2556,客滿座麵食館,桃園市,大園區,餐廳,"支持大罷免友善台派店家
https://www.threads.com/@hayashiislin/post/DMXlhYqxytg?xmt=AQF0Ny3iok9bvf-JjaSDpNQ4v5tdNWw8mVmNVwrKLVhTCg",台派 Good 地圖,https://maps.google.com/?q=%E5%AE%A2%E6%BB%BF%E5%BA%A7%E9%BA%B5%E9%A3%9F%E9%A4%A8%20%E5%BF%A0%E5%AD%9D%E4%B8%80%E8%A1%9719%E8%99%9F,忠孝一街19號,337桃園市大園區忠孝一街19號,4.1,273,1-200,,,25.0658221,121.1979869,,https://maps.app.goo.gl/mambBhuYrHi2cLaV7,
